nii,mean,median,mode,median_low,median_high,median_grouped,1,3
./res_dicom2nifti/255/1.2.826.0.1.3680043.8.498.11609616373879142085682437922123650226/1.2.826.0.1.3680043.8.498.10366309262210371202320945047817061682.nii,-714.9161534260229,-971.0,-1024.0,-971.0,-971.0,-970.6268127121259,-1002.0,-366.0
./res_dicom2nifti/256/1.2.826.0.1.3680043.8.498.10834335128712929342180770766555718017/1.2.826.0.1.3680043.8.498.96909373697418322132693983444805944516.nii,-601.1705213274274,-937.0,-999.0,-937.0,-937.0,-936.7676143386898,-996.0,-52.0
./res_dicom2nifti/256/1.2.826.0.1.3680043.8.498.10834335128712929342180770766555718017/1.2.826.0.1.3680043.8.498.37601001435753056851102228743106146591.nii,-601.2961429414295,-935.0,-999.0,-935.0,-935.0,-934.6716860848538,-994.0,-52.0
./res_dicom2nifti/257/1.2.826.0.1.3680043.8.498.38186801005228183703910294856556680594/1.2.826.0.1.3680043.8.498.40942520754754814985287352661504915365.nii,-595.9639137669614,-956.0,-1024.0,-956.0,-956.0,-955.7495921696574,-1024.0,-94.0
./res_dicom2nifti/258/1.2.826.0.1.3680043.8.498.16507735272121311081842791298174167265/1.2.826.0.1.3680043.8.498.83316845528425549821689572814252756866.nii,-632.6268177861753,-938.0,-1024.0,-938.0,-938.0,-937.9723523898782,-1000.0,-101.0
./res_dicom2nifti/259/1.2.826.0.1.3680043.8.498.13190165593194342796720354227459962595/1.2.826.0.1.3680043.8.498.30070929909941666235968719250278959004.nii,-540.9347590303969,-857.0,-1024.0,-857.0,-857.0,-857.4466327827192,-995.0,-35.0
./res_dicom2nifti/26/1.2.826.0.1.3680043.8.498.68054659433655455428068075773498655034/1.2.826.0.1.3680043.8.498.12705608609988448562544447925287072354.nii,-627.6767078746449,-911.0,-999.0,-911.0,-911.0,-911.1290476190476,-992.0,-105.0
./res_dicom2nifti/260/1.2.826.0.1.3680043.8.498.61700023738105149975809136936420432454/1.2.826.0.1.3680043.8.498.10575715691531685766229431602912495850.nii,-494.8330764770508,-565.0,-1024.0,-565.0,-565.0,-565.2894736842105,-994.0,-44.0
./res_dicom2nifti/260/1.2.826.0.1.3680043.8.498.61700023738105149975809136936420432454/1.2.826.0.1.3680043.8.498.12724497040738069336609024469984146472.nii,-494.4408432006836,-567.0,-1024.0,-567.0,-567.0,-566.8225806451613,-991.0,-43.0
./res_dicom2nifti/260/1.2.826.0.1.3680043.8.498.81507658377878971954158454749608749393/1.2.826.0.1.3680043.8.498.44369290542114857262665598195384775829.nii,-563.2120201474145,-914.0,-1024.0,-914.0,-914.0,-913.8243243243244,-996.0,-77.0
./res_dicom2nifti/261/1.2.826.0.1.3680043.8.498.11180887452409675966879046687953608622/1.2.826.0.1.3680043.8.498.10712624349296405485989610297328655366.nii,-537.2806854248047,-906.0,-999.0,-906.0,-906.0,-906.111620795107,-997.0,-19.0
./res_dicom2nifti/262/1.2.826.0.1.3680043.8.498.94711731489156749509208306286185378024/1.2.826.0.1.3680043.8.498.45117578720331267733627183998267131999.nii,-322.37878075715537,-106.0,-1024.0,-106.0,-106.0,-105.69696641386783,-909.0,-4.0
./res_dicom2nifti/262/1.2.826.0.1.3680043.8.498.94711731489156749509208306286185378024/1.2.826.0.1.3680043.8.498.58353056436793404980793524465874748371.nii,-322.88033379448785,-106.0,-1000.0,-106.0,-106.0,-105.84893896302778,-911.0,1.0
./res_dicom2nifti/264/1.2.826.0.1.3680043.8.498.13339488515272213877294850207593209501/1.2.826.0.1.3680043.8.498.79001855116237730355309997698874534566.nii,-637.1778340657552,-915.0,-1001.0,-915.0,-915.0,-915.0890962312477,-997.0,-5.0
./res_dicom2nifti/265/1.2.826.0.1.3680043.8.498.36962740576567457267934054601584941241/1.2.826.0.1.3680043.8.498.39345527970158502276893855934205732832.nii,-647.038101922898,-942.0,-999.0,-942.0,-942.0,-941.8932671726017,-996.0,-45.0
./res_dicom2nifti/265/1.2.826.0.1.3680043.8.498.92957028596599519942732946877822642706/1.2.826.0.1.3680043.8.498.89813941941725526126083856927744935866.nii,-732.354822619208,-963.0,-999.0,-963.0,-963.0,-963.0024077046548,-998.0,-730.0
./res_dicom2nifti/266/1.2.826.0.1.3680043.8.498.13145441276485466490290409134754176088/1.2.826.0.1.3680043.8.498.21731519414872749885748812425830739508.nii,-387.74188537597655,-102.0,-999.0,-102.0,-102.0,-101.7712045616536,-944.0,12.0
./res_dicom2nifti/267/1.2.826.0.1.3680043.8.498.13962182898312060089473795303133444040/1.2.826.0.1.3680043.8.498.34521723898175086955318860940338416582.nii,-527.9175796508789,-852.0,-1024.0,-852.0,-852.0,-851.8692946058092,-995.0,-22.0
./res_dicom2nifti/267/1.2.826.0.1.3680043.8.498.13962182898312060089473795303133444040/1.2.826.0.1.3680043.8.498.12464773359857724455206645776328732107.nii,-531.745361328125,-851.0,-1024.0,-851.0,-851.0,-850.9148936170212,-999.0,-45.0
./res_dicom2nifti/268/1.2.826.0.1.3680043.8.498.17698885160480662354399390718275374446/1.2.826.0.1.3680043.8.498.21524656155035970667444655863222573142.nii,-501.4450432913644,-811.0,-998.0,-811.0,-811.0,-811.4759450171821,-975.0,4.0
./res_dicom2nifti/268/1.2.826.0.1.3680043.8.498.17698885160480662354399390718275374446/1.2.826.0.1.3680043.8.498.65036308465264009116226565026884939190.nii,-502.0724133943257,-807.0,-999.0,-807.0,-807.0,-807.3584905660377,-977.0,6.0
./res_dicom2nifti/269/1.2.826.0.1.3680043.8.498.15200775179591543054426504067848065224/1.2.826.0.1.3680043.8.498.70559516691255608818886327360523361614.nii,-585.3919095771257,-935.0,-1000.0,-935.0,-935.0,-935.187963491158,-995.0,-1.0
./res_dicom2nifti/27/1.2.826.0.1.3680043.8.498.63479409038529791763995134814029244398/1.2.826.0.1.3680043.8.498.51107999171835194551559144392223189167.nii,-351.95883707682293,-115.0,-1024.0,-115.0,-115.0,-114.82034404072319,-926.0,-36.0
./res_dicom2nifti/270/1.2.826.0.1.3680043.8.498.92806864332615430887108486318105330712/1.2.826.0.1.3680043.8.498.11890043836177263651681056466055732112.nii,-664.662841796875,-961.0,-1024.0,-961.0,-961.0,-961.1176084099868,-1002.0,-97.0
./res_dicom2nifti/270/1.2.826.0.1.3680043.8.498.92806864332615430887108486318105330712/1.2.826.0.1.3680043.8.498.93443683056583760607219568270273021327.nii,-664.9083857088008,-964.0,-1024.0,-964.0,-964.0,-963.551472240953,-1003.0,-97.0
./res_dicom2nifti/28/1.2.826.0.1.3680043.8.498.13049877969670222134978250252632950036/1.2.826.0.1.3680043.8.498.55189483214952940645163684510766569696.nii,-473.7880640274439,-135.0,-999.0,-135.0,-135.0,-134.60374639769452,-989.0,-78.0
./res_dicom2nifti/29/1.2.826.0.1.3680043.8.498.11507972750532456647059794327687831320/1.2.826.0.1.3680043.8.498.18049646297042919270881226827248858581.nii,-661.2118912662369,-951.0,-998.0,-951.0,-951.0,-950.6337962962963,-995.0,-76.0
./res_dicom2nifti/3/1.2.826.0.1.3680043.8.498.67910990304889234794754091501513946542/1.2.826.0.1.3680043.8.498.80930780181232224004933999742028686719.nii,-460.47101364135744,-473.0,-999.0,-473.0,-473.0,-473.06310679611653,-971.0,17.0
./res_dicom2nifti/30/1.2.826.0.1.3680043.8.498.45293947221664336993736808614719246148/1.2.826.0.1.3680043.8.498.56275626604655275192234444040641032248.nii,-636.292707269842,-951.0,-1024.0,-951.0,-951.0,-950.8352994555354,-1000.0,-73.0
./res_dicom2nifti/31/1.2.826.0.1.3680043.8.498.36716642715558646687061436566986359330/1.2.826.0.1.3680043.8.498.61938435081362409717259991208149205030.nii,-497.08221636761675,-716.0,-1000.0,-716.0,-716.0,-716.204081632653,-988.0,-13.0
./res_dicom2nifti/32/1.2.826.0.1.3680043.8.498.10750011764701866244996625415641245324/1.2.826.0.1.3680043.8.498.12271791880011146086855345359486258878.nii,-364.0306256975446,-112.0,-1001.0,-112.0,-112.0,-112.23065601345668,-922.0,-8.0
./res_dicom2nifti/33/1.2.826.0.1.3680043.8.498.13164050192685964284804028596376369244/1.2.826.0.1.3680043.8.498.13299159218546260620761813463500764521.nii,-566.3102037383289,-876.0,-1000.0,-876.0,-876.0,-875.9754098360655,-972.0,-55.0
./res_dicom2nifti/34/1.2.826.0.1.3680043.8.498.38471391476318345467372565924124709037/1.2.826.0.1.3680043.8.498.12472808258634790946014945339915789190.nii,-386.89589760520244,-109.0,-1000.0,-109.0,-109.0,-109.11783769769251,-949.0,9.0
./res_dicom2nifti/35/1.2.826.0.1.3680043.8.498.24525738592660638511584316556598840104/1.2.826.0.1.3680043.8.498.32025864144851738456457619726916277737.nii,-658.8308877177623,-962.0,-1000.0,-962.0,-962.0,-962.2374830852503,-998.0,-47.0
./res_dicom2nifti/36/1.2.826.0.1.3680043.8.498.30556731267115379729127848840641908852/1.2.826.0.1.3680043.8.498.90904278912869806252230986677898926781.nii,-588.4924723307291,-903.0,-1024.0,-903.0,-903.0,-902.5963302752293,-1000.0,-52.0
./res_dicom2nifti/36/1.2.826.0.1.3680043.8.498.30556731267115379729127848840641908852/1.2.826.0.1.3680043.8.498.45051965510681635856689552224710411221.nii,-588.4659781107089,-911.0,-1001.0,-911.0,-911.0,-911.3538283062645,-994.0,-59.0
./res_dicom2nifti/37/1.2.826.0.1.3680043.8.498.86131450134493061019249608645341529224/1.2.826.0.1.3680043.8.498.14471558791276478372436930401897129583.nii,-368.1154761314392,-114.0,-1024.0,-114.0,-114.0,-113.9771197078626,-935.0,8.0
./res_dicom2nifti/37/1.2.826.0.1.3680043.8.498.86131450134493061019249608645341529224/1.2.826.0.1.3680043.8.498.12089623687491887240022387050593278410.nii,-368.6697515443314,-112.0,-999.0,-112.0,-112.0,-111.58938814531548,-935.0,14.0
./res_dicom2nifti/38/1.2.826.0.1.3680043.8.498.71355041482946044416711008386409643335/1.2.826.0.1.3680043.8.498.79626908488796310437651039754395585239.nii,-375.67422553168404,-116.0,-1024.0,-116.0,-116.0,-115.732281205165,-931.0,-8.0
./res_dicom2nifti/39/1.2.826.0.1.3680043.8.498.56421000613713685805069320626654732958/1.2.826.0.1.3680043.8.498.51842562285695427124108553329492474880.nii,-626.8917485209345,-958.0,-1024.0,-958.0,-958.0,-957.6433662280701,-1002.0,-93.0
./res_dicom2nifti/4/1.2.826.0.1.3680043.8.498.55634320838993247342787879576792450653/1.2.826.0.1.3680043.8.498.12857057072401433051460521699702267989.nii,-393.10822537579116,-122.0,-1024.0,-122.0,-122.0,-122.37947368421052,-927.0,-11.0
./res_dicom2nifti/40/1.2.826.0.1.3680043.8.498.80104935931080897785539411309435724569/1.2.826.0.1.3680043.8.498.11671521248808998110306049023432564745.nii,-583.2261047363281,-963.0,-1024.0,-963.0,-963.0,-963.1019047619047,-1024.0,-96.0
./res_dicom2nifti/41/1.2.826.0.1.3680043.8.498.10244991420019119637340603365524674537/1.2.826.0.1.3680043.8.498.54654367537920168426162747113015833139.nii,-360.76736886160717,-106.0,-1000.0,-106.0,-106.0,-105.92923766816143,-961.0,20.0
./res_dicom2nifti/42/1.2.826.0.1.3680043.8.498.11202764354118711947083047965678190811/1.2.826.0.1.3680043.8.498.10555131691893599981788508345209585971.nii,-427.4279327392578,-127.0,-1024.0,-127.0,-127.0,-127.00739957716702,-959.0,-60.0
./res_dicom2nifti/43/1.2.826.0.1.3680043.8.498.78887752710459921958759827325369294343/1.2.826.0.1.3680043.8.498.70491384574565115031742831958535295527.nii,-553.2036555897106,-842.0,-1024.0,-842.0,-842.0,-841.6231231231232,-994.0,-88.0
./res_dicom2nifti/44/1.2.826.0.1.3680043.8.498.17400962237863473834499142220815548619/1.2.826.0.1.3680043.8.498.47106487481673387963569503436667370847.nii,-551.7182023331926,-922.0,-1000.0,-922.0,-922.0,-921.6402508551881,-996.0,27.0
./res_dicom2nifti/44/1.2.826.0.1.3680043.8.498.17400962237863473834499142220815548619/1.2.826.0.1.3680043.8.498.62112583757361902519972316062078500643.nii,-552.0065801447088,-921.0,-999.0,-921.0,-921.0,-921.2900494001411,-994.0,22.0
./res_dicom2nifti/45/1.2.826.0.1.3680043.8.498.30069378212360111240222344271859842821/1.2.826.0.1.3680043.8.498.25973022750303410159706581457567489507.nii,-552.9909912109375,-849.0,-1024.0,-849.0,-849.0,-849.2073170731708,-1000.0,-75.0
./res_dicom2nifti/46/1.2.826.0.1.3680043.8.498.90823424934806925861405580050993804248/1.2.826.0.1.3680043.8.498.10414213844384125222924119935889241782.nii,-599.7650880975239,-939.0,-1024.0,-939.0,-939.0,-938.6409651669086,-996.0,-82.0
./res_dicom2nifti/47/1.2.826.0.1.3680043.8.498.12682186867426828709942692780081139314/1.2.826.0.1.3680043.8.498.83532992868766480210087930058918341003.nii,-468.1867613973497,-384.0,-1000.0,-384.0,-384.0,-384.35714285714283,-978.0,-45.0
./res_dicom2nifti/48/1.2.826.0.1.3680043.8.498.78005250022922147839122780720364128877/1.2.826.0.1.3680043.8.498.21856035072348003489847302464304961497.nii,-615.3017989757449,-967.0,-1024.0,-967.0,-967.0,-966.8428154631656,-1003.0,-84.0
./res_dicom2nifti/48/1.2.826.0.1.3680043.8.498.78005250022922147839122780720364128877/1.2.826.0.1.3680043.8.498.37601722125274200045858530935351278300.nii,-615.5319880995639,-967.0,-1024.0,-967.0,-967.0,-966.6524864482677,-1004.0,-80.0
./res_dicom2nifti/49/1.2.826.0.1.3680043.8.498.11757247216999765658308269559238618719/1.2.826.0.1.3680043.8.498.10090418975609168439234360094286203249.nii,-432.4180549172794,-97.0,-1024.0,-97.0,-97.0,-96.98421052631579,-960.0,1.0
./res_dicom2nifti/5/1.2.826.0.1.3680043.8.498.35311429840816651093237891336035825514/1.2.826.0.1.3680043.8.498.46365234807203212622701858391543954690.nii,-425.11967448946797,-131.0,-999.0,-131.0,-131.0,-130.9770063119928,-986.0,24.0
./res_dicom2nifti/50/1.2.826.0.1.3680043.8.498.28672442423490290092742709044491382340/1.2.826.0.1.3680043.8.498.10789379997887955871962959817904128540.nii,-445.3875274658203,-123.0,-1024.0,-123.0,-123.0,-123.33629675045984,-993.0,-81.0
./res_dicom2nifti/51/1.2.826.0.1.3680043.8.498.13293754598765733532082564087989418433/1.2.826.0.1.3680043.8.498.11146798311078258880583502404047291896.nii,-454.46030305561266,-140.0,-1024.0,-140.0,-140.0,-139.75185764567854,-976.0,-63.0
./res_dicom2nifti/52/1.2.826.0.1.3680043.8.498.10193923132608144071285525728297727851/1.2.826.0.1.3680043.8.498.64907185800784059674129849528370146697.nii,-426.8747024536133,-116.0,-1024.0,-116.0,-116.0,-115.68624161073825,-976.0,-22.0
./res_dicom2nifti/52/1.2.826.0.1.3680043.8.498.10193923132608144071285525728297727851/1.2.826.0.1.3680043.8.498.46293624980674892748201052589500077827.nii,-425.85356024734114,-121.0,-1024.0,-121.0,-121.0,-121.06415030467163,-976.0,-25.0
./res_dicom2nifti/53/1.2.826.0.1.3680043.8.498.89190897594116404263107278228394519760/1.2.826.0.1.3680043.8.498.93232467033312781065752203417449155167.nii,-483.4943440755208,-597.0,-1000.0,-597.0,-597.0,-597.25,-991.0,-4.0
./res_dicom2nifti/54/1.2.826.0.1.3680043.8.498.32530051792170369341588383484901720516/1.2.826.0.1.3680043.8.498.93938501688620655932319339217195279565.nii,-490.6880028464577,-633.0,-1024.0,-633.0,-633.0,-633.3620689655172,-979.0,-40.0
./res_dicom2nifti/55/1.2.826.0.1.3680043.8.498.10941408871396524213617035056748236575/1.2.826.0.1.3680043.8.498.10126395441293223852323092403020167596.nii,-479.7765123320789,-275.0,-1024.0,-275.0,-275.0,-275.125,-990.0,-50.0
./res_dicom2nifti/56/1.2.826.0.1.3680043.8.498.89528464794303297168680079532312067253/1.2.826.0.1.3680043.8.498.43395439589064709480865509723158393225.nii,-510.20485854730373,-787.0,-997.0,-787.0,-787.0,-786.6330868761553,-971.0,-1.0
./res_dicom2nifti/57/1.2.826.0.1.3680043.8.498.12681765095821791252139536787001741300/1.2.826.0.1.3680043.8.498.62749254813814966660094494383337811722.nii,-448.66749002847325,-135.0,-1024.0,-135.0,-135.0,-135.3874692874693,-964.0,-36.0
./res_dicom2nifti/58/1.2.826.0.1.3680043.8.498.29417345946862898521029525775461204397/1.2.826.0.1.3680043.8.498.13314811672127271697796818008946465637.nii,-559.9678673377404,-882.0,-1024.0,-882.0,-882.0,-882.078501338091,-989.0,-54.0
./res_dicom2nifti/59/1.2.826.0.1.3680043.8.498.48143155838172092051411412362779018308/1.2.826.0.1.3680043.8.498.68401255870298913181618703134295137399.nii,-582.419713483538,-898.0,-1001.0,-898.0,-898.0,-897.9754358161648,-996.0,-33.0
./res_dicom2nifti/59/1.2.826.0.1.3680043.8.498.48143155838172092051411412362779018308/1.2.826.0.1.3680043.8.498.10563860881248368800006651765927574462.nii,-584.1431762695313,-915.0,-1002.0,-915.0,-915.0,-915.420731707317,-999.0,-35.0
./res_dicom2nifti/6/1.2.826.0.1.3680043.8.498.96770152703623443800901486138527828837/1.2.826.0.1.3680043.8.498.47138363282824867416555373186859837056.nii,-428.40600417950833,-125.0,-999.0,-125.0,-125.0,-124.97452300785635,-952.0,-28.0
./res_dicom2nifti/6/1.2.826.0.1.3680043.8.498.96770152703623443800901486138527828837/1.2.826.0.1.3680043.8.498.62936922154322974298059413866663358841.nii,-430.5112436655405,-118.0,-999.0,-118.0,-118.0,-117.67305848513902,-951.0,-29.0
./res_dicom2nifti/60/1.2.826.0.1.3680043.8.498.68047274590630060098316964464277234025/1.2.826.0.1.3680043.8.498.11272048733976936661110422289682562295.nii,-565.2003580729166,-931.0,-1024.0,-931.0,-931.0,-930.74617196702,-997.0,-80.0
./res_dicom2nifti/61/1.2.826.0.1.3680043.8.498.45110163201604990328057422630801811921/1.2.826.0.1.3680043.8.498.52041175812847058401994184360845273684.nii,-529.9021798466028,-833.0,-1024.0,-833.0,-833.0,-832.5079365079365,-989.0,-6.0
./res_dicom2nifti/62/1.2.826.0.1.3680043.8.498.71244423029758754159060145402015963683/1.2.826.0.1.3680043.8.498.10631460026558090433070222465268682778.nii,-595.9700478946461,-935.0,-1000.0,-935.0,-935.0,-934.7144017325393,-994.0,-46.0
./res_dicom2nifti/63/1.2.826.0.1.3680043.8.498.10040214062591747567107727787630978405/1.2.826.0.1.3680043.8.498.87504657373136240342054851065446631043.nii,-433.62924684124226,-132.0,-1000.0,-132.0,-132.0,-132.3305439330544,-962.0,-4.0
./res_dicom2nifti/64/1.2.826.0.1.3680043.8.498.10922822026556438576920856467117638802/1.2.826.0.1.3680043.8.498.30422686641810357293008911616026593458.nii,-529.04541015625,-872.0,-1024.0,-872.0,-872.0,-871.509009009009,-992.0,-59.0
./res_dicom2nifti/64/1.2.826.0.1.3680043.8.498.10922822026556438576920856467117638802/1.2.826.0.1.3680043.8.498.38921738978761802131505008853527465612.nii,-529.4464325775971,-872.0,-1024.0,-872.0,-872.0,-871.6128404669261,-995.0,-62.0
./res_dicom2nifti/65/1.2.826.0.1.3680043.8.498.12523266281289716422439504626034628878/1.2.826.0.1.3680043.8.498.10830764320276353702829186027422463937.nii,-403.78138249094894,-114.0,-1024.0,-114.0,-114.0,-114.49329562120259,-955.0,-61.0
./res_dicom2nifti/65/1.2.826.0.1.3680043.8.498.12523266281289716422439504626034628878/1.2.826.0.1.3680043.8.498.99456433378717168894765109442106120185.nii,-402.34181200768336,-119.0,-1024.0,-119.0,-119.0,-119.36604327498097,-957.0,-55.0
./res_dicom2nifti/65/1.2.826.0.1.3680043.8.498.28563894550340333452354231692023388506/1.2.826.0.1.3680043.8.498.22325324277803213201424826845374796003.nii,-434.0948267227564,-118.0,-1024.0,-118.0,-118.0,-118.46623446785522,-992.0,-69.0
./res_dicom2nifti/65/1.2.826.0.1.3680043.8.498.55514032051281374118824207634308750369/1.2.826.0.1.3680043.8.498.12265937552538660288496085680203517254.nii,-310.7353042602539,-104.0,-104.0,-104.0,-104.0,-103.5312885326757,-869.0,-19.0
./res_dicom2nifti/65/1.2.826.0.1.3680043.8.498.55514032051281374118824207634308750369/1.2.826.0.1.3680043.8.498.12005477155347963254156064896879216242.nii,-310.17150160845586,-104.0,-104.0,-104.0,-104.0,-103.9073908174692,-871.0,-20.0
./res_dicom2nifti/66/1.2.826.0.1.3680043.8.498.27434573139436754880467858827701377222/1.2.826.0.1.3680043.8.498.12959552480406494406140001307414570477.nii,-551.5347595214844,-847.0,-1024.0,-847.0,-847.0,-847.3292496171516,-989.0,-79.0
./res_dicom2nifti/67/1.2.826.0.1.3680043.8.498.33946876179426401399347256746388429689/1.2.826.0.1.3680043.8.498.12941620396796333880249615290031180671.nii,-462.60028241131755,-134.0,-1000.0,-134.0,-134.0,-134.21014492753622,-964.0,-30.0
./res_dicom2nifti/68/1.2.826.0.1.3680043.8.498.35108657748274985245792295588846887918/1.2.826.0.1.3680043.8.498.28937338128755381835302601491430450132.nii,-618.9845639492603,-909.0,-998.0,-909.0,-909.0,-909.3810198300283,-987.0,-57.0
./res_dicom2nifti/69/1.2.826.0.1.3680043.8.498.11444605628309227810642476389302269329/1.2.826.0.1.3680043.8.498.74707131826501125500014967314782412132.nii,-552.434999778054,-881.0,-1000.0,-881.0,-881.0,-881.2389312977099,-996.0,-69.0
./res_dicom2nifti/7/1.2.826.0.1.3680043.8.498.92561492744848745415218515325428412461/1.2.826.0.1.3680043.8.498.42157691684097245021275513907546196788.nii,-478.1586722237723,-342.0,-1000.0,-342.0,-342.0,-342.2435897435897,-994.0,3.0
./res_dicom2nifti/7/1.2.826.0.1.3680043.8.498.92561492744848745415218515325428412461/1.2.826.0.1.3680043.8.498.13402560764035164755255899587734776159.nii,-478.1724119919997,-343.0,-1000.0,-343.0,-343.0,-343.16326530612247,-991.0,1.0
./res_dicom2nifti/70/1.2.826.0.1.3680043.8.498.50099072266059414097623779623458165507/1.2.826.0.1.3680043.8.498.57528255198478216761703222391198465743.nii,-562.5290363590892,-923.0,-999.0,-923.0,-923.0,-923.1320885200553,-991.0,-64.0
./res_dicom2nifti/70/1.2.826.0.1.3680043.8.498.50099072266059414097623779623458165507/1.2.826.0.1.3680043.8.498.12085100449950657629799852643924188700.nii,-561.9242079553526,-921.0,-999.0,-921.0,-921.0,-921.2827332242226,-988.0,-60.0
./res_dicom2nifti/71/1.2.826.0.1.3680043.8.498.20810222461150478189849536717407185564/1.2.826.0.1.3680043.8.498.67493546490648474721219359897386200529.nii,-648.4337881982854,-949.0,-1000.0,-949.0,-949.0,-948.6639074791593,-994.0,-34.0
./res_dicom2nifti/71/1.2.826.0.1.3680043.8.498.20810222461150478189849536717407185564/1.2.826.0.1.3680043.8.498.63305673785872958861429832204102993629.nii,-648.8443041349713,-950.0,-1000.0,-950.0,-950.0,-949.9111659469463,-995.0,-33.0
./res_dicom2nifti/72/1.2.826.0.1.3680043.8.498.79656966303662680251564082584360714321/1.2.826.0.1.3680043.8.498.12429626794161228086266959187057491046.nii,-555.8002110531455,-919.0,-1000.0,-919.0,-919.0,-918.8253968253969,-993.0,-29.0
./res_dicom2nifti/73/1.2.826.0.1.3680043.8.498.32123513527276982801556149299703233106/1.2.826.0.1.3680043.8.498.97352251117813049176313066894512389020.nii,-491.15563588083523,-539.0,-999.0,-539.0,-539.0,-538.5973451327434,-965.0,-62.0
./res_dicom2nifti/74/1.2.826.0.1.3680043.8.498.10987657604502570275662874136418351010/1.2.826.0.1.3680043.8.498.83865740049957835261418723472679243189.nii,-541.2736962359885,-842.0,-1024.0,-842.0,-842.0,-842.0793650793651,-998.0,-97.0
./res_dicom2nifti/74/1.2.826.0.1.3680043.8.498.10987657604502570275662874136418351010/1.2.826.0.1.3680043.8.498.75040795791484811720947620300544330056.nii,-540.186707433993,-842.0,-1024.0,-842.0,-842.0,-841.5455104551046,-995.0,-91.0
./res_dicom2nifti/74/1.2.826.0.1.3680043.8.498.13136522129636498560542473314248585091/1.2.826.0.1.3680043.8.498.99567882303198792868003984742191933140.nii,-589.6576057434082,-908.0,-1000.0,-908.0,-908.0,-908.0786573146293,-990.0,-88.0
./res_dicom2nifti/75/1.2.826.0.1.3680043.8.498.12041408738458776536528214712303672697/1.2.826.0.1.3680043.8.498.11214817200961600267061765893398732392.nii,-602.587849406453,-943.0,-1024.0,-943.0,-943.0,-943.2602635580334,-1000.0,-83.0
./res_dicom2nifti/75/1.2.826.0.1.3680043.8.498.33001612027936693054129346977840574515/1.2.826.0.1.3680043.8.498.55724662969082697446631026423591493092.nii,-497.1222572728207,-611.0,-1024.0,-611.0,-611.0,-610.8975155279503,-993.0,-17.0
./res_dicom2nifti/75/1.2.826.0.1.3680043.8.498.48863372537542246132549816516273647635/1.2.826.0.1.3680043.8.498.48667554817598768317499660503489998557.nii,-403.91478286554786,-127.0,-947.0,-127.0,-127.0,-127.46124454148472,-938.0,17.0
./res_dicom2nifti/76/1.2.826.0.1.3680043.8.498.96019731298162280605483439716206517375/1.2.826.0.1.3680043.8.498.82220197493068028438309812520166672781.nii,-447.5026109483507,-144.0,-1024.0,-144.0,-144.0,-143.96660117878193,-989.0,-21.0
./res_dicom2nifti/77/1.2.826.0.1.3680043.8.498.39934146654611557385601591104813866663/1.2.826.0.1.3680043.8.498.93535004638337585424342142455944603052.nii,-571.111617238898,-939.0,-999.0,-939.0,-939.0,-938.5589464882943,-995.0,-31.0
./res_dicom2nifti/77/1.2.826.0.1.3680043.8.498.39934146654611557385601591104813866663/1.2.826.0.1.3680043.8.498.70765346163125500884109834484428271493.nii,-569.7444196428571,-935.0,-999.0,-935.0,-935.0,-935.224728726442,-993.0,-31.0
./res_dicom2nifti/78/1.2.826.0.1.3680043.8.498.78585370588687879000568043880172472503/1.2.826.0.1.3680043.8.498.46104384594275001508919975850356674068.nii,-545.5420815072408,-867.0,-998.0,-867.0,-867.0,-866.5219496449322,-964.0,-22.0
./res_dicom2nifti/79/1.2.826.0.1.3680043.8.498.92661767765561546101079161178805263468/1.2.826.0.1.3680043.8.498.58278078212215200183049802648390871219.nii,-519.8760335286458,-757.0,-1024.0,-757.0,-757.0,-756.9,-998.0,-67.0
./res_dicom2nifti/79/1.2.826.0.1.3680043.8.498.92661767765561546101079161178805263468/1.2.826.0.1.3680043.8.498.79284234820471655200160109435702867838.nii,-522.9470328104865,-790.0,-1024.0,-790.0,-790.0,-790.4478827361563,-998.0,-61.0
./res_dicom2nifti/8/1.2.826.0.1.3680043.8.498.55395637708212394044083773360722167421/1.2.826.0.1.3680043.8.498.42435124694628977221560324080148026000.nii,-560.7367176256681,-873.0,-1024.0,-873.0,-873.0,-872.5983102918586,-991.0,-83.0
./res_dicom2nifti/80/1.2.826.0.1.3680043.8.498.22704304194143949758445033612471557654/1.2.826.0.1.3680043.8.498.10735868024590498487905861522828274169.nii,-494.77050573175603,-703.0,-1024.0,-703.0,-703.0,-702.988188976378,-980.0,-21.0
./res_dicom2nifti/81/1.2.826.0.1.3680043.8.498.83644514793986879590156493887235195507/1.2.826.0.1.3680043.8.498.13335212437703232592761246589195808425.nii,-408.8842483520508,-116.0,-1000.0,-116.0,-116.0,-116.14331665475339,-944.0,-2.0
./res_dicom2nifti/82/1.2.826.0.1.3680043.8.498.13116653774372210765485187783367253041/1.2.826.0.1.3680043.8.498.86352296925417433144637543458408160246.nii,-574.2059575562836,-898.0,-999.0,-898.0,-898.0,-898.1357106208312,-986.0,-62.0
./res_dicom2nifti/83/1.2.826.0.1.3680043.8.498.10172762614004317023736375873062970273/1.2.826.0.1.3680043.8.498.75091875126411002187545244326633228344.nii,-503.4834150231403,-698.0,-1024.0,-698.0,-698.0,-698.2894736842105,-962.0,-47.0
