nii,1,2,3
./res_dicom2nifti/70/1.2.826.0.1.3680043.8.498.50099072266059414097623779623458165507/1.2.826.0.1.3680043.8.498.12085100449950657629799852643924188700.nii,40.0,55.0,70.0
./res_dicom2nifti/71/1.2.826.0.1.3680043.8.498.20810222461150478189849536717407185564/1.2.826.0.1.3680043.8.498.67493546490648474721219359897386200529.nii,-7.0,4.0,15.0
./res_dicom2nifti/71/1.2.826.0.1.3680043.8.498.20810222461150478189849536717407185564/1.2.826.0.1.3680043.8.498.63305673785872958861429832204102993629.nii,-3.0,4.0,11.0
./res_dicom2nifti/72/1.2.826.0.1.3680043.8.498.79656966303662680251564082584360714321/1.2.826.0.1.3680043.8.498.12429626794161228086266959187057491046.nii,9.0,19.0,29.0
./res_dicom2nifti/73/1.2.826.0.1.3680043.8.498.32123513527276982801556149299703233106/1.2.826.0.1.3680043.8.498.97352251117813049176313066894512389020.nii,35.0,50.0,65.0
./res_dicom2nifti/74/1.2.826.0.1.3680043.8.498.10987657604502570275662874136418351010/1.2.826.0.1.3680043.8.498.83865740049957835261418723472679243189.nii,18.0,28.0,37.0
./res_dicom2nifti/74/1.2.826.0.1.3680043.8.498.10987657604502570275662874136418351010/1.2.826.0.1.3680043.8.498.75040795791484811720947620300544330056.nii,13.0,28.0,43.0
./res_dicom2nifti/74/1.2.826.0.1.3680043.8.498.13136522129636498560542473314248585091/1.2.826.0.1.3680043.8.498.99567882303198792868003984742191933140.nii,17.0,29.0,41.0
./res_dicom2nifti/75/1.2.826.0.1.3680043.8.498.12041408738458776536528214712303672697/1.2.826.0.1.3680043.8.498.11214817200961600267061765893398732392.nii,28.0,43.0,59.0
./res_dicom2nifti/75/1.2.826.0.1.3680043.8.498.33001612027936693054129346977840574515/1.2.826.0.1.3680043.8.498.55724662969082697446631026423591493092.nii,27.0,45.0,64.0
./res_dicom2nifti/75/1.2.826.0.1.3680043.8.498.48863372537542246132549816516273647635/1.2.826.0.1.3680043.8.498.48667554817598768317499660503489998557.nii,29.0,48.0,68.0
./res_dicom2nifti/76/1.2.826.0.1.3680043.8.498.96019731298162280605483439716206517375/1.2.826.0.1.3680043.8.498.82220197493068028438309812520166672781.nii,-1.0,19.0,39.0
./res_dicom2nifti/77/1.2.826.0.1.3680043.8.498.39934146654611557385601591104813866663/1.2.826.0.1.3680043.8.498.93535004638337585424342142455944603052.nii,15.0,25.0,34.0
./res_dicom2nifti/77/1.2.826.0.1.3680043.8.498.39934146654611557385601591104813866663/1.2.826.0.1.3680043.8.498.70765346163125500884109834484428271493.nii,9.0,25.0,40.0
./res_dicom2nifti/78/1.2.826.0.1.3680043.8.498.78585370588687879000568043880172472503/1.2.826.0.1.3680043.8.498.46104384594275001508919975850356674068.nii,40.0,57.0,74.0
./res_dicom2nifti/79/1.2.826.0.1.3680043.8.498.92661767765561546101079161178805263468/1.2.826.0.1.3680043.8.498.58278078212215200183049802648390871219.nii,13.0,28.0,42.0
./res_dicom2nifti/79/1.2.826.0.1.3680043.8.498.92661767765561546101079161178805263468/1.2.826.0.1.3680043.8.498.79284234820471655200160109435702867838.nii,-4.0,28.0,59.0
./res_dicom2nifti/8/1.2.826.0.1.3680043.8.498.55395637708212394044083773360722167421/1.2.826.0.1.3680043.8.498.42435124694628977221560324080148026000.nii,17.0,30.0,43.0
./res_dicom2nifti/80/1.2.826.0.1.3680043.8.498.22704304194143949758445033612471557654/1.2.826.0.1.3680043.8.498.10735868024590498487905861522828274169.nii,30.0,54.0,79.0
./res_dicom2nifti/81/1.2.826.0.1.3680043.8.498.83644514793986879590156493887235195507/1.2.826.0.1.3680043.8.498.13335212437703232592761246589195808425.nii,-5.0,13.0,32.0
./res_dicom2nifti/82/1.2.826.0.1.3680043.8.498.13116653774372210765485187783367253041/1.2.826.0.1.3680043.8.498.86352296925417433144637543458408160246.nii,47.0,62.0,75.0
./res_dicom2nifti/83/1.2.826.0.1.3680043.8.498.10172762614004317023736375873062970273/1.2.826.0.1.3680043.8.498.75091875126411002187545244326633228344.nii,47.0,62.0,77.0
./res_dicom2nifti/84/1.2.826.0.1.3680043.8.498.39011638424533169392599652781318339198/1.2.826.0.1.3680043.8.498.11514147635329371539406115548101881363.nii,-2.0,7.0,15.25
./res_dicom2nifti/85/1.2.826.0.1.3680043.8.498.28905114471023390059352171371174221596/1.2.826.0.1.3680043.8.498.21822012625737464515760109931475064283.nii,44.0,53.0,63.0
./res_dicom2nifti/86/1.2.826.0.1.3680043.8.498.10040425060006214970375718019293149906/1.2.826.0.1.3680043.8.498.11123742475451118688499545612436089626.nii,33.0,50.0,66.0
./res_dicom2nifti/87/1.2.826.0.1.3680043.8.498.10662609481649791325907771624048312576/1.2.826.0.1.3680043.8.498.48941581867189229200761974928480142902.nii,-29.0,-10.0,11.0
./res_dicom2nifti/88/1.2.826.0.1.3680043.8.498.10043272246598615136961689266405584482/1.2.826.0.1.3680043.8.498.12111108207264335271779815361767027254.nii,13.0,33.0,52.0
./res_dicom2nifti/89/1.2.826.0.1.3680043.8.498.85887382442707637932582011055120939307/1.2.826.0.1.3680043.8.498.94710248983502310200114406205670827416.nii,36.0,45.0,55.0
./res_dicom2nifti/9/1.2.826.0.1.3680043.8.498.13229552334049922029256499922243870422/1.2.826.0.1.3680043.8.498.74108365370404889123206934352116952962.nii,9.0,28.0,47.0
./res_dicom2nifti/90/1.2.826.0.1.3680043.8.498.21753087159982113523813785472137886889/1.2.826.0.1.3680043.8.498.12027719157934268441842741446269429846.nii,31.0,43.0,55.0
./res_dicom2nifti/91/1.2.826.0.1.3680043.8.498.11619796913905666667721094673463747707/1.2.826.0.1.3680043.8.498.12529765927612318224778045651034501069.nii,24.0,43.0,62.0
./res_dicom2nifti/92/1.2.826.0.1.3680043.8.498.14927079454139838376318062776155388302/1.2.826.0.1.3680043.8.498.90906479609244388180556940048038644170.nii,33.0,50.0,66.0
./res_dicom2nifti/93/1.2.826.0.1.3680043.8.498.13327172709063107826326538395411535222/1.2.826.0.1.3680043.8.498.11677052415921229414277121103574634589.nii,33.0,52.0,72.0
./res_dicom2nifti/93/1.2.826.0.1.3680043.8.498.83694410100381589196916569804862678992/1.2.826.0.1.3680043.8.498.11944164757592642727416814600802154313.nii,29.0,46.0,62.0
./res_dicom2nifti/94/1.2.826.0.1.3680043.8.498.70732085655152309976381324715198263919/1.2.826.0.1.3680043.8.498.11886824904111858542077848519493738127.nii,45.0,58.0,70.0
./res_dicom2nifti/94/1.2.826.0.1.3680043.8.498.70732085655152309976381324715198263919/1.2.826.0.1.3680043.8.498.77238313587711908476301157958592260935.nii,38.0,58.0,78.0
./res_dicom2nifti/95/1.2.826.0.1.3680043.8.498.97091417777068586429880608632415382586/1.2.826.0.1.3680043.8.498.77630930506605474149485241435898498453.nii,49.0,59.0,69.0
./res_dicom2nifti/96/1.2.826.0.1.3680043.8.498.10141834863661785254407720340555808948/1.2.826.0.1.3680043.8.498.12828495473005943035701902046156187048.nii,44.0,54.0,63.0
./res_dicom2nifti/97/1.2.826.0.1.3680043.8.498.41024544412422093343602760856125330050/1.2.826.0.1.3680043.8.498.37657157378851413157521455475049278761.nii,18.0,36.0,53.0
./res_dicom2nifti/97/1.2.826.0.1.3680043.8.498.41024544412422093343602760856125330050/1.2.826.0.1.3680043.8.498.21155972711048434712819488020556147302.nii,24.0,36.0,47.0
./res_dicom2nifti/98/1.2.826.0.1.3680043.8.498.13154777997214040859746606078782845347/1.2.826.0.1.3680043.8.498.83557997974683315529078018434198833279.nii,3.0,21.0,38.0
./res_dicom2nifti/99/1.2.826.0.1.3680043.8.498.11747122084645698171388629871835249751/1.2.826.0.1.3680043.8.498.11422804253685102698036529772487622899.nii,51.0,62.0,72.0
